公司代號,公司名稱,合計：共 862 家,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
1101,台泥,,14.60,9.93,46434.33,10.15,7.97
1102,亞泥,,10.63,6.20,32252.76,15.89,14.19
1103,嘉泥,,-5.92,-18.04,1408.79,-0.68,-4.80
1104,環球水泥,,8.43,1.90,2558.28,26.25,23.91
1108,幸福水泥,,21.77,15.80,2636.96,14.95,11.71
1109,信大水泥,,10.00,0.70,2052.24,0.26,-1.42
1110,東泥,,8.92,5.94,958.84,6.04,6.35
1201,味全公司,,26.26,-6.88,10243.10,-7.69,-5.92
1203,味王公司,,23.79,10.68,3305.34,12.52,9.57
1210,大成長城,,9.86,1.19,38795.61,1.12,0.59
1213,大飲,,16.38,3.70,346.48,4.37,3.27
1215,卜蜂企業,,11.26,4.45,7937.95,4.83,3.62
1216,統一,,33.56,5.97,209965.31,8.21,6.45
1217,愛之味,,31.76,-4.62,2159.61,-6.17,-5.99
1218,泰山企業,,15.00,-2.39,3892.57,-0.49,-0.57
1219,福壽實業,,7.55,0.17,4630.94,0.46,0.26
1220,台榮,,8.23,0.71,1601.48,1.21,0.91
1225,福懋油,,6.05,1.51,5340.28,1.09,0.85
1227,佳格,,31.99,12.69,12342.59,13.10,10.52
1229,聯華實業,,12.38,3.77,2562.25,39.87,38.94
1231,聯華食品,,19.13,4.36,3142.07,5.17,4.11
1232,大統益,,9.02,5.84,8941.20,5.83,4.73
1233,天仁,,58.54,9.66,1063.86,10.59,8.75
1234,黑松,,32.85,0.00,2861.93,11.50,9.65
1235,興泰,,8.73,-19.36,48.89,-65.77,-66.16
1236,宏亞食品,,26.36,4.58,1118.77,5.07,4.29
1256,鮮活果汁-KY,,29.51,16.03,1207.50,16.11,10.82
1262,綠悅-KY,,36.30,29.76,2983.04,29.54,25.06
1301,台塑,,11.78,6.42,98704.48,16.90,14.70
1303,南亞塑膠,,14.48,8.89,161549.60,15.97,12.83
1304,台聚,,11.52,4.72,27141.29,5.06,4.00
1305,華夏,,14.96,7.60,7345.92,7.42,5.97
1307,三芳化工,,27.46,12.43,5525.50,11.61,9.13
1308,亞聚,,12.23,8.38,2487.48,14.56,12.11
1309,台達化工,,7.53,3.42,9101.49,3.34,2.99
1310,台苯,,12.97,10.26,6469.21,9.64,7.84
1312,國喬石化,,16.99,11.28,11019.40,13.61,11.30
1313,聯成,,5.31,1.41,22723.47,3.40,2.47
1314,中石化,,2.78,-1.31,15051.43,3.65,3.53
1315,達新工業,,18.51,2.08,1323.17,2.86,1.95
1316,上曜,,14.69,-10.17,513.63,-11.31,-11.99
1319,東陽,,22.70,7.68,11097.64,6.43,5.09
1321,大洋,,7.92,0.31,2454.47,1.12,1.12
1323,永裕,,23.64,11.27,1511.19,10.53,7.59
1324,地球工業,,19.34,4.39,645.08,4.53,3.38
1325,恒大,,15.18,8.63,563.58,7.79,6.32
1326,台化,,11.29,7.13,171477.22,10.37,9.06
1337,再生-KY,,18.38,7.22,1960.88,8.27,5.18
1338,廣華-KY,,23.70,11.17,3956.33,12.06,9.44
1339,昭輝,,32.87,19.37,917.72,18.34,13.79
1340,勝悅-KY,,34.29,30.07,1426.08,31.76,26.32
1402,遠東新,,23.92,7.57,108975.12,12.26,9.35
1410,南染,,35.70,23.27,319.96,24.16,20.08
1413,宏洲纖維,,-2.01,-6.96,1318.56,0.56,0.57
1414,東和,,1.87,-3.80,581.11,-4.72,-3.55
1416,廣豐,,20.80,3.77,1088.68,8.56,9.14
1417,嘉裕,,25.19,-11.25,1746.00,-10.46,-10.49
1418,東華,,-5.73,-15.44,740.01,-11.66,-11.91
1419,新紡,,20.04,-9.12,509.67,-9.46,-9.27
1423,利華羊毛,,10.38,5.31,356.85,-0.04,-0.65
1432,大魯閣實業,,16.68,-94.06,115.48,-97.86,-31.16
1434,福懋興業,,15.00,8.63,22625.93,7.85,6.12
1435,中福國際,,89.27,1.62,14.60,0.26,0.26
1436,華友聯,,29.37,-14.87,60.59,-28.52,-48.12
1437,勤益投控,,25.72,13.39,431.74,13.05,11.85
1438,裕豐,,76.19,54.49,23.46,55.99,48.44
1439,中和羊毛,,3.45,-4.47,184.45,0.22,0.25
1440,南紡,,13.20,3.61,11244.36,6.68,5.29
1441,大東紡織,,7.28,-2.39,956.05,-4.74,-4.28
1442,名軒,,45.76,36.25,1054.79,36.41,32.63
1443,立益紡織,,0.26,-9.68,632.79,-20.61,-20.61
1444,力麗,,8.95,4.37,5434.87,4.15,3.76
1445,大宇紡織,,12.69,5.12,929.04,4.85,4.38
1446,宏和,,19.48,-0.73,418.13,0.95,0.21
1447,力鵬,,4.85,1.53,9634.54,0.31,0.27
1449,佳和實業,,-1.61,-13.69,1451.12,-13.32,-13.25
1451,年興紡織,,7.40,1.47,6245.53,1.86,1.50
1452,宏益,,19.04,13.81,1066.20,25.60,22.87
